"","Name","hydro_pop_m","Total_hydro","log_ratio_hydro","log_ratio_total"
"8","HIC",4.96388745541607,6880,1.27612764365471,0.78358123110827
"9","LIC",0.119507287780667,89,-4.10017225815898,-5.48887818751479
"10","LMIC",0.748442576164959,2353,-1.45337922675717,-0.764326013256893
"11","UMIC",2.36656484940093,6665,0.207451693394326,0.737777541495145
